code,URIEL,joshi,family,# of NA properties,# of zero properties,# of one properties,mean distance,min distance,Q1 distance,median distance,Q3 distance,max distance,mode distance,# of zero distances,# of mode distances,# of one distances
eng,True,5.0,Indo-European,0,103,55,0.5433728643216077,0.0,0.4917,0.5472,0.5983,0.669,0.5983,1,4,0
cmn,True,5.0,Sino-Tibetan,0,109,49,0.6051376884422102,0.0,0.5846,0.624,0.624,0.7341,0.624,1,0,0
hin,True,4.0,Indo-European,0,88,70,0.5191266331658282,0.0,0.4998,0.5363,0.5363,0.6953,0.5363,1,0,0
spa,True,5.0,Indo-European,0,122,36,0.6078467336683412,0.0,0.5382,0.6643,0.6832,0.6832,0.6832,1,4,0
fra,True,5.0,Indo-European,0,104,54,0.5420517587939704,0.0,0.4817,0.5562,0.6025,0.669,0.6025,1,3,0
arb,True,,Afro-Asiatic,158,0,0,0.024180402010050252,0.0,0.0,0.0,0.0,0.7287,0.0,192,57,0
ben,True,3.0,Indo-European,0,103,55,0.5400457286432158,0.0,0.5005499999999999,0.5666,0.5983,0.7341,0.5983,1,3,0
por,True,4.0,Indo-European,0,111,47,0.5628341708542723,0.0,0.4667,0.6328,0.6328,0.7341,0.6328,1,1,0
rus,True,4.0,Indo-European,0,123,35,0.6000507537688449,0.0002,0.53635,0.6043,0.688,0.688,0.688,0,0,0
urd,True,3.0,Indo-European,0,104,54,0.5616768844221118,0.0,0.5235,0.6025,0.6025,0.6978,0.6025,1,2,0
ind,True,3.0,Austronesian,0,119,39,0.5913165829145712,0.0,0.47414999999999996,0.669,0.6929,0.6929,0.669,1,3,0
deu,True,5.0,Indo-European,0,107,51,0.5469587939698498,0.0,0.49670000000000003,0.5544,0.6153,0.6513,0.6153,1,0,0
jpn,True,5.0,Japonic,0,117,41,0.588217587939699,0.0,0.51475,0.6045,0.6597,0.6978,0.6597,1,1,0
pcm,True,0.0,Indo-European,0,120,38,0.6089050251256268,0.0,0.4981,0.6737,0.7234,0.7234,0.6737,1,0,0
arz,True,3.0,Afro-Asiatic,0,105,53,0.552671859296484,0.0,0.5124500000000001,0.5616,0.6068,0.7341,0.6068,1,1,0
mar,True,2.0,Indo-European,0,110,48,0.6342402010050238,0.0,0.6284,0.6522,0.6737,0.6737,0.6737,1,8,0
tel,True,1.0,Dravidian,0,94,64,0.5246130653266332,0.0,0.50605,0.5587,0.5608,0.6667,0.5608,1,0,0
tur,True,4.0,Turkic,0,108,50,0.6005351758793976,0.0,0.53625,0.6196,0.6196,0.7234,0.6196,1,0,0
tam,True,3.0,Dravidian,0,108,50,0.6096226130653273,0.0,0.5605,0.6196,0.7079,0.7079,0.6196,1,1,0
yue,True,1.0,Sino-Tibetan,0,127,31,0.6370542713567824,0.0,0.5505,0.7079,0.7079,0.713,0.7079,1,3,0
vie,True,4.0,Austroasiatic,0,107,51,0.5370226130653273,0.0,0.4875,0.5522,0.6153,0.7234,0.6153,1,0,0
wuu,True,,Sino-Tibetan,0,117,41,0.6177165829145731,0.0,0.5454,0.6597,0.6597,0.713,0.6597,1,2,0
tgl,True,3.0,Austronesian,0,116,42,0.5824271356783904,0.0,0.47245,0.6552,0.6552,0.7234,0.6552,1,1,0
kor,True,4.0,Koreanic,0,120,38,0.5960678391959788,0.0,0.5260499999999999,0.6597,0.6737,0.7109,0.6737,1,2,0
pes,True,,Indo-European,0,116,42,0.5819954773869335,0.0,0.48505,0.6552,0.6552,0.7341,0.6552,1,1,0
hau,True,2.0,Afro-Asiatic,0,111,47,0.5740839195979909,0.0,0.51585,0.5969,0.6328,0.7524,0.6328,1,2,0
swh,True,,Atlantic-Congo,0,108,50,0.5609256281407042,0.0,0.4865,0.6196,0.6196,0.6643,0.6196,1,1,0
jav,True,1.0,Austronesian,0,106,52,0.5385336683417091,0.0,0.44895,0.5511,0.611,0.6978,0.611,1,0,0
ita,True,4.0,Indo-European,0,120,38,0.609668844221104,0.0,0.5421,0.6737,0.6929,0.6929,0.6737,1,1,0
pnb,False,,Indo-European,158,0,0,0.2564241206030147,0.0,0.0,0.0,0.6737,0.6832,0.0,122,58,0
guj,True,1.0,Indo-European,0,104,54,0.6081793969849252,0.0,0.6025,0.6025,0.6643,0.6643,0.6643,1,7,0
tha,True,3.0,Tai-Kadai,0,112,46,0.5840683417085433,0.0,0.4792,0.6372,0.6372,0.7234,0.6372,1,1,0
kan,True,1.0,Dravidian,0,112,46,0.6207547738693472,0.0,0.6372,0.6372,0.6643,0.6657,0.6643,1,5,0
amh,True,2.0,Afro-Asiatic,0,117,41,0.5387085427135683,0.0,0.44935,0.5282,0.6597,0.6668,0.6597,1,1,0
bho,True,1.0,Indo-European,158,0,0,0.4419964824120599,0.0,0.0,0.7079,0.7079,0.7396,0.7079,72,52,0
pan,True,,Indo-European,0,97,61,0.5521170854271357,0.0002,0.5008,0.5732,0.5732,0.7341,0.5732,0,0,0
nan,True,1.0,Sino-Tibetan,0,131,27,0.2046442211055278,0.0,0.0,0.0,0.6179,0.7508,0.0,140,13,0
cjy,True,,Sino-Tibetan,158,0,0,0.5242135678391976,0.0,0.0,0.7181,0.7181,0.7396,0.7181,51,45,0
apc,True,,Afro-Asiatic,158,0,0,0.05099145728643217,0.0,0.0,0.0,0.0,0.7508,0.0,184,52,0
yor,True,2.0,Atlantic-Congo,0,122,36,0.11451105527638189,0.0,0.0,0.0,0.0,0.7508,0.0,165,37,0
hak,True,1.0,Sino-Tibetan,0,128,30,0.605423618090451,0.0002,0.5205,0.5933,0.713,0.713,0.713,0,1,0
mya,True,1.0,Sino-Tibetan,0,109,49,0.5597160804020097,0.0,0.4682,0.624,0.624,0.7181,0.624,1,0,0
apd,True,,Afro-Asiatic,0,120,38,0.07588040201005027,0.0,0.0,0.0,0.0,0.7566,0.0,176,41,0
arq,True,,Afro-Asiatic,158,0,0,0.4208884422110554,0.0,0.0,0.6784,0.6784,0.7396,0.6784,75,51,0
pol,True,4.0,Indo-European,0,117,41,0.6157924623115585,0.0,0.5559499999999999,0.6597,0.688,0.688,0.6597,1,2,0
lin,True,1.0,Atlantic-Congo,0,124,34,0.650095477386933,0.0,0.669,0.669,0.669,0.6929,0.669,1,6,0
ory,False,1.0,Indo-European,158,0,0,0.050876381909547734,0.0,0.0,0.0,0.0,0.7181,0.0,184,54,0
ary,True,,Afro-Asiatic,0,111,47,0.5794582914572873,0.0,0.53715,0.597,0.6328,0.7341,0.6328,1,1,0
hsn,False,,Sino-Tibetan,158,0,0,0.04786984924623116,0.0,0.0,0.0,0.0,0.7028,0.0,185,58,0
mal,True,1.0,Dravidian,0,107,51,0.6269371859296481,0.0,0.6153,0.6737,0.6737,0.6998,0.6737,1,7,0
snd,True,1.0,Indo-European,0,92,66,0.5771653266331646,0.0003,0.5526,0.5526,0.6737,0.6737,0.5526,0,4,0
ukr,True,3.0,Indo-European,0,120,38,0.6198477386934661,0.0,0.5612,0.6737,0.6832,0.6832,0.6737,1,4,0
sun,True,1.0,Austronesian,0,122,36,0.5875462311557784,0.0,0.48725,0.6643,0.6832,0.7041,0.6832,1,4,0
ibo,True,1.0,Atlantic-Congo,0,109,49,0.5360929648241202,0.0,0.44545,0.5505,0.624,0.6978,0.624,1,0,0
prs,True,0.0,Indo-European,158,0,0,0.4118542713567838,0.0,0.0,0.5983,0.5983,0.7396,0.5983,64,50,0
pbu,False,,Indo-European,158,0,0,0.06385778894472363,0.0,0.0,0.0,0.0,0.7028,0.0,180,51,0
uzn,True,,Turkic,0,114,44,0.15613165829145736,0.0,0.0,0.0,0.0001,0.7079,0.0,149,19,0
zul,True,2.0,Atlantic-Congo,0,118,40,0.6115045226130641,0.0,0.53755,0.6643,0.6643,0.713,0.6643,1,1,0
skr,False,,Indo-European,0,100,58,0.5951080402010043,0.0,0.56505,0.5856,0.6929,0.6929,0.5856,1,1,0
npi,False,1.0,Indo-European,158,0,0,0.061183919597989966,0.0,0.0,0.0,0.0,0.7396,0.0,181,51,0
aec,True,,Afro-Asiatic,158,0,0,0.4048763819095474,0.0,0.0,0.6832,0.6832,0.7508,0.6832,80,59,0
nld,True,4.0,Indo-European,0,105,53,0.6043286432160825,0.0,0.5590999999999999,0.6068,0.7181,0.7181,0.6068,1,1,0
ron,True,3.0,Indo-European,0,116,42,0.5563030150753757,0.0,0.47409999999999997,0.5702,0.6552,0.695,0.6552,1,1,0
gan,False,1.0,Sino-Tibetan,158,0,0,0.4269321608040199,0.0,0.0,0.6328,0.6832,0.7396,0.6832,62,48,0
som,True,1.0,Afro-Asiatic,0,103,55,0.5814105527638181,0.0,0.5488999999999999,0.5983,0.5983,0.6643,0.5983,1,4,0
mai,True,1.0,Indo-European,0,110,48,0.6283125628140691,0.0,0.6284,0.6284,0.6737,0.6737,0.6737,1,6,0
mag,True,0.0,Indo-European,158,0,0,0.061302010050251265,0.0,0.0,0.0,0.0,0.7508,0.0,181,49,0
pbt,False,,Indo-European,158,0,0,0.04094221105527639,0.0,0.0,0.0,0.0,0.7341,0.0,187,56,0
xho,True,2.0,Atlantic-Congo,0,113,45,0.6455020100502514,0.0,0.6416,0.6416,0.7181,0.7181,0.7181,1,2,0
gaz,True,,Afro-Asiatic,158,0,0,0.042464824120603005,0.0,0.0,0.0,0.0,0.7508,0.0,187,55,0
zlm,True,3.0,Austronesian,158,0,0,0.20203115577889444,0.0,0.0,0.0,0.6506,0.7508,0.0,138,51,0
acm,True,,Afro-Asiatic,158,0,0,0.05778492462311558,0.0,0.0,0.0,0.0,0.7396,0.0,182,48,0
ars,True,,Afro-Asiatic,158,0,0,0.05757587939698492,0.0,0.0,0.0,0.0,0.7508,0.0,182,51,0
khm,True,1.0,Austroasiatic,0,112,46,0.5794798994974881,0.0,0.54035,0.5856,0.6372,0.7038,0.6372,1,1,0
afr,True,3.0,Indo-European,0,119,39,0.5627356783919589,0.0,0.4927,0.5473,0.669,0.669,0.669,1,3,0
sin,True,0.0,Indo-European,0,111,47,0.5870552763819104,0.0,0.5426,0.6328,0.6328,0.6717,0.6328,1,2,0
fuv,True,,Atlantic-Congo,0,115,43,0.617956281407034,0.0,0.5737,0.6506,0.7234,0.7234,0.6506,1,0,0
kaz,True,3.0,Turkic,158,0,0,0.4921150753768832,0.0,0.3021,0.669,0.669,0.7396,0.669,49,48,0
hne,False,,Indo-European,158,0,0,0.4025467336683418,0.0,0.0,0.5846,0.6161,0.7417,0.0,69,49,0
ceb,True,3.0,Austronesian,0,128,30,0.6363341708542692,0.0002,0.6737,0.6737,0.713,0.713,0.6737,0,4,0
kmr,True,,Indo-European,0,111,47,0.3054778894472363,0.0,0.0,0.0,0.6328,0.7396,0.0,105,4,0
asm,True,1.0,Indo-European,0,118,40,0.6364160804020098,0.0,0.6643,0.6643,0.688,0.688,0.688,1,2,0
tts,False,,Tai-Kadai,158,0,0,0.05096331658291458,0.0,0.0,0.0,0.0,0.713,0.0,184,55,0
azb,True,1.0,Turkic,0,119,39,0.61763768844221,0.0,0.5771,0.6341,0.669,0.7341,0.669,1,3,0
bar,True,1.0,Indo-European,158,0,0,0.44621507537688554,0.0,0.0,0.7287,0.7287,0.7396,0.7287,74,50,0
kin,True,1.0,Atlantic-Congo,0,116,42,0.6086356783919583,0.0,0.5246,0.6552,0.713,0.713,0.6552,1,2,0
nya,True,1.0,Atlantic-Congo,158,0,0,0.0452788944723618,0.0,0.0,0.0,0.0,0.7872,0.0,186,54,0
bam,True,1.0,Mande,0,113,45,0.5457130653266322,0.0,0.4781,0.5667,0.6416,0.6461,0.6416,1,0,0
tsn,True,2.0,Atlantic-Congo,158,0,0,0.04048542713567839,0.0,0.0,0.0,0.0,0.7181,0.0,187,58,0
nso,True,1.0,Atlantic-Congo,158,0,0,0.6124356783919588,0.0,0.7341,0.7341,0.7341,0.7341,0.7341,28,26,0
sot,True,0.0,Atlantic-Congo,158,0,0,0.03130854271356784,0.0,0.0,0.0,0.0,0.7287,0.0,190,57,0
ell,True,,Indo-European,0,124,34,0.6067954773869337,0.0,0.54355,0.5996,0.6929,0.6929,0.6929,1,1,0
swe,True,4.0,Indo-European,0,107,51,0.5470713567839202,0.0,0.5065999999999999,0.5495,0.6153,0.6529,0.6153,1,0,0
hat,True,2.0,Indo-European,158,0,0,0.4618296482412058,0.0,0.0,0.5772,0.7341,0.7396,0.7341,57,44,0
ctg,True,,Indo-European,158,0,0,0.387190954773869,0.0,0.0,0.507,0.6284,0.7396,0.0,67,46,0
run,True,0.0,Atlantic-Congo,0,124,34,0.6060085427135662,0.0,0.5376,0.6737,0.6929,0.7058,0.6929,1,4,0
dyu,True,0.0,Mande,0,119,39,0.6505949748743719,0.0,0.669,0.688,0.688,0.688,0.688,1,8,0
dcc,True,,Indo-European,158,0,0,0.4356703517587948,0.0,0.0,0.6372,0.6372,0.7396,0.6372,63,47,0
hun,True,4.0,Uralic,0,114,44,0.5495698492462314,0.0002,0.4638,0.55,0.6461,0.6978,0.6461,0,0,0
ayn,True,,Afro-Asiatic,158,0,0,0.03461959798994975,0.0,0.0,0.0,0.0,0.7341,0.0,189,54,0
ktu,True,0.0,Atlantic-Congo,0,129,29,0.641380402010051,0.0,0.6643,0.6643,0.7181,0.7181,0.6643,1,5,0
wol,True,2.0,Atlantic-Congo,0,107,51,0.5839075376884427,0.0,0.5054000000000001,0.6153,0.6153,0.713,0.6153,1,1,0
ces,True,4.0,Indo-European,0,121,37,0.5529628140703515,0.0002,0.45725,0.5615,0.6784,0.7181,0.6784,0,1,0
sck,False,,Indo-European,158,0,0,0.06400954773869348,0.0,0.0,0.0,0.0,0.7287,0.0,180,55,0
wes,False,,Indo-European,158,0,0,0.37202160804020096,0.0,0.0,0.501,0.5963499999999999,0.7396,0.0,71,49,0
mos,True,,Atlantic-Congo,0,121,37,0.17646482412060305,0.0,0.0,0.0,0.433,0.7451,0.0,143,14,0
acq,True,,Afro-Asiatic,158,0,0,0.03483668341708542,0.0,0.0,0.0,0.0,0.7451,0.0,189,57,0
mnp,False,,Sino-Tibetan,158,0,0,0.05093718592964824,0.0,0.0,0.0,0.0,0.7396,0.0,184,49,0
aeb,True,,Afro-Asiatic,158,0,0,0.04818743718592964,0.0,0.0,0.0,0.0,0.7341,0.0,185,57,0
syl,False,,Indo-European,158,0,0,0.04764422110552764,0.0,0.0,0.0,0.0,0.7396,0.0,185,57,0
kng,True,,Atlantic-Congo,158,0,0,0.5080331658291454,0.0,0.3816,0.6832,0.6832,0.7396,0.6832,48,50,0
swc,False,,Atlantic-Congo,158,0,0,0.40364623115577924,0.0,0.0,0.6025,0.6025,0.7396,0.6025,66,49,0
afb,True,,Afro-Asiatic,158,0,0,0.4411120603015079,0.0,0.0,0.6597,0.6597,0.7396,0.6597,59,48,0
lug,True,,Atlantic-Congo,0,126,32,0.6643869346733661,0.0,0.6832,0.6832,0.7028,0.7028,0.6832,1,7,0
cdo,True,1.0,Sino-Tibetan,0,133,25,0.2110778894472363,0.0,0.0,0.0,0.65745,0.7396,0.0,140,14,0
sna,True,1.0,Atlantic-Congo,0,108,50,0.6032628140703521,0.0,0.5680499999999999,0.6196,0.6737,0.6807,0.6196,1,4,0
rkt,False,,Indo-European,158,0,0,0.03744924623115578,0.0,0.0,0.0,0.0,0.7508,0.0,188,56,0
acw,True,,Afro-Asiatic,158,0,0,0.506600502512562,0.0,0.0,0.7079,0.7079,0.7396,0.7079,54,46,0
ibb,True,0.0,Atlantic-Congo,0,125,33,0.6272989949748744,0.0,0.5204500000000001,0.6929,0.6978,0.6978,0.6978,1,2,0
uig,True,1.0,Turkic,158,0,0,0.32748994974874324,0.0,0.0,0.4185,0.6506,0.7287,0.0,98,61,0
ayp,True,,Afro-Asiatic,158,0,0,0.041081909547738694,0.0,0.0,0.0,0.0,0.7341,0.0,187,53,0
srp,True,4.0,Indo-European,158,0,0,0.5014371859296481,0.0,0.0,0.7028,0.7028,0.7079,0.7028,55,52,0
tso,True,1.0,Atlantic-Congo,158,0,0,0.041170351758793966,0.0,0.0,0.0,0.0,0.7181,0.0,187,60,0
aka,True,1.0,Atlantic-Congo,0,106,52,0.5343442211055277,0.0,0.4734,0.535,0.611,0.688,0.611,1,0,0
bgc,True,,Indo-European,158,0,0,0.4993618090452258,0.0,0.0,0.7234,0.7234,0.7396,0.7234,56,45,0
hae,True,,Afro-Asiatic,0,121,37,0.6329125628140692,0.0002,0.6784,0.6784,0.713,0.713,0.713,0,2,0
heb,True,3.0,Afro-Asiatic,0,126,32,0.6183889447236177,0.0,0.5584,0.6144,0.7028,0.7028,0.7028,1,1,0
cat,True,4.0,Indo-European,0,114,44,0.5872165829145738,0.0002,0.4678,0.6461,0.6820999999999999,0.7181,0.6461,0,0,0
azj,True,,Turkic,0,114,44,0.17578442211055278,0.0,0.0,0.0,0.59345,0.7028,0.0,144,22,0
knc,True,,Saharan,0,108,50,0.5540688442211059,0.0,0.4839,0.6196,0.6196,0.6597,0.6196,1,2,0
tir,True,2.0,Afro-Asiatic,0,110,48,0.6407366834170843,0.0,0.6284,0.6284,0.7079,0.7079,0.7079,1,1,0
pst,True,,Indo-European,0,109,49,0.6003040201005017,0.0,0.5462,0.624,0.624,0.7341,0.624,1,0,0
gax,True,,Afro-Asiatic,0,122,36,0.6374422110552758,0.0,0.6832,0.6832,0.7234,0.7234,0.6832,1,3,0
tgk,True,1.0,Indo-European,158,0,0,0.048578391959798996,0.0,0.0,0.0,0.0,0.7508,0.0,185,57,0
kri,True,,Indo-European,0,110,48,0.6118824120603016,0.0,0.6284,0.6284,0.688,0.688,0.688,1,2,0
kik,True,1.0,Atlantic-Congo,0,123,35,0.6273964824120598,0.0002,0.624,0.624,0.63835,0.6966,0.624,0,5,0
suk,True,0.0,Atlantic-Congo,0,119,39,0.6471623115577892,0.0,0.669,0.669,0.7181,0.7181,0.7181,1,3,0
rwr,False,,Indo-European,0,113,45,0.6095085427135659,0.0,0.56955,0.6416,0.6737,0.6737,0.6416,1,4,0
umb,True,0.0,Atlantic-Congo,0,125,33,0.6665834170854288,0.0,0.6978,0.6978,0.7181,0.7181,0.7181,1,2,0
mad,True,0.0,Austronesian,0,111,47,0.6330396984924621,0.0,0.6328,0.6328,0.713,0.713,0.713,1,4,0
bul,True,3.0,Indo-European,0,113,45,0.5738587939698483,0.0,0.52155,0.5717,0.6416,0.7341,0.6416,1,0,0
sat,True,1.0,Austroasiatic,0,114,44,0.6605924623115569,0.0002,0.6461,0.713,0.713,0.713,0.713,0,5,0
plt,True,,Austronesian,0,122,36,0.5863452261306529,0.0,0.47925,0.6832,0.6832,0.7341,0.6832,1,3,0
kab,True,1.0,Afro-Asiatic,0,123,35,0.6685371859296482,0.0002,0.66115,0.688,0.7079,0.8032,0.688,0,1,0
slk,True,3.0,Indo-European,158,0,0,0.03385477386934673,0.0,0.0,0.0,0.0,0.7396,0.0,189,57,0
kas,True,1.0,Indo-European,0,104,54,0.5582070351758806,0.0,0.5027,0.6025,0.6025,0.6978,0.6025,1,2,0
lua,True,,Atlantic-Congo,158,0,0,0.49632412060301373,0.0,0.51145,0.6552,0.6552,0.7396,0.6552,47,47,0
vah,False,,Indo-European,158,0,0,0.041390452261306526,0.0,0.0,0.0,0.0,0.7566,0.0,187,54,0
ins,True,,Sign Language,158,0,0,0.44935879396985046,0.0,0.0,0.6068,0.6068,0.7396,0.6068,52,45,0
hrv,True,4.0,Indo-European,0,122,36,0.6165487437185924,0.0,0.51585,0.6832,0.713,0.713,0.6832,1,4,0
tuk,True,1.0,Turkic,158,0,0,0.21753366834170873,0.0,0.0,0.0,0.6784,0.7181,0.0,134,10,0
gug,True,,Tupian,0,118,40,0.5773286432160797,0.0,0.51915,0.5666,0.6643,0.6805,0.6643,1,0,0
ilo,True,1.0,Austronesian,0,118,40,0.5968989949748731,0.0,0.4863,0.6643,0.6929,0.6929,0.6643,1,1,0
gsw,True,,Indo-European,158,0,0,0.04517688442211055,0.0,0.0,0.0,0.0,0.7451,0.0,186,56,0
hil,True,0.0,Austronesian,0,124,34,0.5903407035175868,0.0,0.5392999999999999,0.6089,0.6929,0.6929,0.6929,1,0,0
nod,True,,Tai-Kadai,158,0,0,0.04484170854271357,0.0,0.0,0.0,0.0,0.7508,0.0,186,54,0
bjj,True,,Indo-European,158,0,0,0.46601005025125747,0.0,0.1259,0.6328,0.6328,0.7396,0.6328,50,48,0
dje,True,,Songhay,0,121,37,0.030582914572864325,0.0,0.0,0.0,0.0,0.7396,0.0,189,58,0
fuc,True,,Atlantic-Congo,0,118,40,0.11958844221105536,0.0,0.0,0.0,0.0,0.7566,0.0,162,30,0
shi,True,,Afro-Asiatic,0,116,42,0.5618396984924613,0.0,0.4849,0.5667,0.6552,0.7396,0.6552,1,1,0
nap,True,1.0,Indo-European,158,0,0,0.057305025125628135,0.0,0.0,0.0,0.0,0.7451,0.0,182,50,0
fub,True,,Atlantic-Congo,0,112,46,0.5831341708542722,0.0,0.5244,0.6372,0.6506,0.6872,0.6372,1,2,0
bns,True,,Indo-European,0,109,49,0.5607733668341701,0.0,0.48535,0.624,0.624,0.6643,0.624,1,1,0
dan,True,3.0,Indo-European,158,0,0,0.4132738693467339,0.0,0.0,0.6025,0.6025,0.7396,0.6025,65,47,0
fin,True,4.0,Uralic,0,115,43,0.5531190954773861,0.0,0.47304999999999997,0.5338,0.6506,0.669,0.6506,1,1,0
ewe,True,1.0,Atlantic-Congo,0,104,54,0.5385386934673377,0.0,0.475,0.5459,0.6025,0.669,0.6025,1,3,0
mup,False,,Indo-European,158,0,0,0.047750251256281406,0.0,0.0,0.0,0.0,0.7396,0.0,185,49,0
ayl,True,,Afro-Asiatic,0,109,49,0.6194698492462302,0.0,0.5695,0.624,0.7341,0.738,0.624,1,0,0
czh,True,,Sino-Tibetan,158,0,0,0.4710190954773873,0.0,0.0,0.6416,0.6978,0.7396,0.0,53,46,0
nor,True,,Indo-European,0,101,57,0.05051959798994975,0.0,0.0,0.0,0.0,0.7028,0.0,184,53,0
ckb,True,,Indo-European,158,0,0,0.3695035175879398,0.0,0.0,0.4701,0.6324000000000001,0.7396,0.0,70,51,0
bci,True,,Atlantic-Congo,0,120,38,0.6004547738693453,0.0,0.5016,0.6737,0.6933499999999999,0.713,0.6737,1,1,0
kam,True,0.0,Atlantic-Congo,0,125,33,0.6676949748743731,0.0,0.6978,0.6978,0.7287,0.7287,0.7287,1,1,0
luo,True,,Nilotic,0,107,51,0.5519105527638198,0.0,0.4627,0.6153,0.6153,0.7181,0.6153,1,0,0
hno,False,,Indo-European,158,0,0,0.051433165829145734,0.0,0.0,0.0,0.0,0.7396,0.0,184,52,0
sag,True,1.0,Atlantic-Congo,0,113,45,0.12031909547738698,0.0,0.0,0.0,0.0,0.7451,0.0,161,34,0
mey,True,,Afro-Asiatic,158,0,0,0.4372140703517585,0.0,0.0,0.5983,0.5983,0.7396,0.5983,55,50,0
kir,True,1.0,Turkic,0,111,47,0.5942115577889459,0.0,0.55855,0.6312,0.6328,0.6597,0.6328,1,2,0
tat,True,1.0,Turkic,158,0,0,0.04083467336683417,0.0,0.0,0.0,0.0,0.713,0.0,187,57,0
ayh,True,,Afro-Asiatic,158,0,0,0.46853165829145615,0.0,0.0,0.669,0.669,0.7396,0.669,58,48,0
lir,False,,Pidgin,0,118,40,0.6330512562814054,0.0,0.6643,0.6643,0.713,0.713,0.713,1,2,0
lmn,True,,Indo-European,0,103,55,0.569619597989949,0.0,0.53495,0.5983,0.5983,0.6773,0.5983,1,4,0
san,True,2.0,Indo-European,0,113,45,0.659932160804018,0.0,0.6416,0.713,0.713,0.713,0.713,1,4,0
gpe,False,,Indo-European,158,0,0,0.3972145728643211,0.0,0.0,0.4995,0.669,0.7396,0.0,61,45,0
bew,True,,Austronesian,158,0,0,0.4369733668341712,0.0,0.0,0.6978,0.6978,0.7396,0.6978,73,51,0
min,True,1.0,Austronesian,0,121,37,0.5924221105527638,0.0002,0.529,0.6461,0.6784,0.6784,0.6784,0,1,0
fuf,True,,Atlantic-Congo,0,121,37,0.12529396984924623,0.0,0.0,0.0,0.0,0.7341,0.0,159,28,0
ssw,True,1.0,Atlantic-Congo,158,0,0,0.0586175879396985,0.0,0.0,0.0,0.0,0.7287,0.0,182,57,0
scn,True,1.0,Indo-European,158,0,0,0.030894472361809047,0.0,0.0,0.0,0.0,0.7396,0.0,190,58,0
shn,True,0.0,Tai-Kadai,158,0,0,0.037118592964824115,0.0,0.0,0.0,0.0,0.7181,0.0,188,59,0
tiv,True,0.0,Atlantic-Congo,0,121,37,0.6496577889447224,0.0002,0.6784,0.6784,0.7079,0.7079,0.7079,0,3,0
sou,False,,Tai-Kadai,158,0,0,0.027279899497487436,0.0,0.0,0.0,0.0,0.7028,0.0,191,58,0
lao,True,2.0,Tai-Kadai,0,118,40,0.6073351758793959,0.0,0.5096499999999999,0.6643,0.7079,0.7079,0.6643,1,1,0
sid,True,,Afro-Asiatic,0,125,33,0.6168236180904524,0.0,0.5205,0.6929,0.6978,0.6978,0.6978,1,3,0
bug,True,1.0,Austronesian,0,124,34,0.6122547738693459,0.0,0.6324000000000001,0.6597,0.6929,0.6929,0.6929,1,4,0
awa,True,0.0,Indo-European,0,111,47,0.6299256281407052,0.0,0.6328,0.6328,0.688,0.688,0.688,1,5,0
aln,True,,Indo-European,158,0,0,0.45730351758793863,0.0,0.0,0.669,0.669,0.7396,0.669,60,47,0
mtr,False,,Indo-European,158,0,0,0.07159949748743719,0.0,0.0,0.0,0.0,0.7396,0.0,178,49,0
csl,True,0.0,Sign Language,158,0,0,0.3986859296482412,0.0,0.0,0.5983,0.5983,0.7396,0.5983,68,50,0
